run_id	branch	commit	status	failure_reason
BR_train_buy_click_conditional_loss_cat@006fc8abd1c9@attempt_1	BR_train_buy_click_conditional_loss_cat	006fc8abd1c96b3cb3abf6afa5c7409b5b22b20b	done	
BR_train_buy_gradient_conflict_diagnosis@140fae807b64@attempt_1	BR_train_buy_gradient_conflict_diagnosis	140fae807b64ba78f7a906fbbcb31a19691b884c	done	
